doc_id,req_i_idx,req_j_idx,req_i,req_j,cosine_sim,annotator1_conflict,annotator2_conflict,conflict_type,notes
2005 - clarus low,405,412,H  X-233 The Clarus  program shall  define data retention standards.,OCS     H  X-315 The Clarus  program shall  test all hardware changes in the designated test environment before deployment to production.,0.551,,,,
2005 - clarus low,405,413,H  X-233 The Clarus  program shall  define data retention standards.,OCS     H  X-601 The Clarus  program shall  operate the Clarus  system  according to its published IT  Security Plan.,0.618,,,,
2005 - clarus low,405,414,H  X-233 The Clarus  program shall  define data retention standards.,"ID Requirement  Source Allocation Comment Criticality X-605 The Clarus  program shall  operate according to Government IT security requirements as outlined in OMB Circular A-130, Management of Federal",0.624,,,,
2005 - clarus low,405,415,H  X-233 The Clarus  program shall  define data retention standards.,Contract     H  X-615 The Clarus  program shall  operate according to Government IT security requirements as outlined in  U.S.,0.591,,,,
2005 - clarus low,405,416,H  X-233 The Clarus  program shall  define data retention standards.,Contract     H  X-805 Weather service providers  shall be able to use Clarus   data to provide localized special weather products.,0.525,,,,
2005 - clarus low,405,417,H  X-233 The Clarus  program shall  define data retention standards.,ID Requirement  Source Allocation Comment Criticality X-811 Public agency maintenance  and construction personnel shall be able to use the Clarus  system to obtain  environmental conditions.,0.530,,,,
2005 - clarus low,405,418,H  X-233 The Clarus  program shall  define data retention standards.,ConOps §2.5.2     L  X-815 Rail system personnel shall  be able to use the Clarus   system to obtain  environmental conditions.,0.521,,,,
2005 - clarus low,405,419,H  X-233 The Clarus  program shall  define data retention standards.,Inferred from ConOps  §2.5.7     L  X-821 Traffic management  personnel shall be able to use the Clarus  system to  obtain environmental conditions.,0.550,,,,
2005 - clarus low,405,420,H  X-233 The Clarus  program shall  define data retention standards.,Inferred from ConOps  §2.5.3     L  X-823 Transit personnel shall be  able to use the Clarus   system to obtain environmental conditions.,0.517,,,,
2005 - clarus low,405,422,H  X-233 The Clarus  program shall  define data retention standards.,Inferred from ConOps  §2.5.8     L  X-827 Emergency management and  public safety personnel shall be able to use the Clarus   system to obtain  environmental conditions.,0.523,,,,
2005 - clarus low,405,423,H  X-233 The Clarus  program shall  define data retention standards.,Inferred from ConOps  §2.5.6     L  X-905 The Clarus  program shall  maintain information about data providers.,0.649,,,,
2005 - clarus low,405,424,H  X-233 The Clarus  program shall  define data retention standards.,ID Requirement  Source Allocation Comment Criticality X-910 The Clarus  program shall  maintain metadata about each data provider's network.,0.595,,,,
2005 - clarus low,405,425,H  X-233 The Clarus  program shall  define data retention standards.,OCS     H  X-915 The Clarus  program shall  maintain information about data provider redistribution restrictions.,0.670,,,,
2005 - clarus low,405,426,H  X-233 The Clarus  program shall  define data retention standards.,OCS     H  X-921 The Clarus  program shall  maintain information about service providers.,0.646,,,,
2005 - clarus low,405,427,H  X-233 The Clarus  program shall  define data retention standards.,OCS     H  X-925 The Clarus  program shall  maintain information about service provider communications.,0.614,,,,
2005 - clarus low,405,428,H  X-233 The Clarus  program shall  define data retention standards.,OCS     M  X-931 The Clarus  program shall  maintain information about service provider access to data.,0.690,,,,
2005 - clarus low,405,429,H  X-233 The Clarus  program shall  define data retention standards.,OCS     H  X-935 The Clarus  program shall  allow potential weather element data providers to request permission to submit weather information.,0.528,,,,
2005 - clarus low,405,430,H  X-233 The Clarus  program shall  define data retention standards.,MHI     H  X-101 The Clarus  system shall  accept data only from sources which data sharing agreements have been established.,0.606,,,,
2005 - clarus low,405,441,H  X-233 The Clarus  program shall  define data retention standards.,Persistence Test  The Clarus  persistence test will flag all observ ations whose consecutive values in  time remain the same for a predefined variable-specific persistence threshold value during a def,0.517,,,,
2005 - clarus low,406,407,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,"OCS   That is, the Clarus  program needs to  provide documentation of whatever standards it creates for its own development, deployment, management, and operations.",0.621,,,,
2005 - clarus low,406,408,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,ID Requirement  Source Allocation Comment Criticality X-237 The Clarus  program  standards shall accommodate contributions of new sensor technologies to the Clarus  system.,0.648,,,,
2005 - clarus low,406,409,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,Inferred from ConOps §1     M  X-239 The Clarus  program  standards shall support multiple methods of data  delivery to users.,0.539,,,,
2005 - clarus low,406,410,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,Inferred from ConOps  §4.3     M  X-305 The Clarus  program shall  maintain a comprehensive Clarus  system test  environment.,0.667,,,,
2005 - clarus low,406,411,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,OCS     H  X-311 The Clarus  program shall  test all software changes in the designated test environment before deployment to production.,0.614,,,,
2005 - clarus low,406,412,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,OCS     H  X-315 The Clarus  program shall  test all hardware changes in the designated test environment before deployment to production.,0.662,,,,
2005 - clarus low,406,413,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,OCS     H  X-601 The Clarus  program shall  operate the Clarus  system  according to its published IT  Security Plan.,0.655,,,,
2005 - clarus low,406,414,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,"ID Requirement  Source Allocation Comment Criticality X-605 The Clarus  program shall  operate according to Government IT security requirements as outlined in OMB Circular A-130, Management of Federal",0.575,,,,
2005 - clarus low,406,415,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,Contract     H  X-615 The Clarus  program shall  operate according to Government IT security requirements as outlined in  U.S.,0.626,,,,
2005 - clarus low,406,416,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,Contract     H  X-805 Weather service providers  shall be able to use Clarus   data to provide localized special weather products.,0.534,,,,
2005 - clarus low,406,417,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,ID Requirement  Source Allocation Comment Criticality X-811 Public agency maintenance  and construction personnel shall be able to use the Clarus  system to obtain  environmental conditions.,0.582,,,,
2005 - clarus low,406,418,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,ConOps §2.5.2     L  X-815 Rail system personnel shall  be able to use the Clarus   system to obtain  environmental conditions.,0.580,,,,
2005 - clarus low,406,419,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,Inferred from ConOps  §2.5.7     L  X-821 Traffic management  personnel shall be able to use the Clarus  system to  obtain environmental conditions.,0.573,,,,
2005 - clarus low,406,420,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,Inferred from ConOps  §2.5.3     L  X-823 Transit personnel shall be  able to use the Clarus   system to obtain environmental conditions.,0.573,,,,
2005 - clarus low,406,421,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,Inferred from ConOps  §2.5.5     L  X-825 The freight community shall  be able to use the Clarus   system to obtain environmental conditions.,0.547,,,,
2005 - clarus low,406,422,MHI     H  X-235 The Clarus  program shall  provide documentation of   Clarus  standards.,Inferred from ConOps  §2.5.8     L  X-827 Emergency management and  public safety personnel shall be able to use the Clarus   system to obtain  environmental conditions.,0.566,,,,
